gene,day0_rep1,day0_rep2,day0_rep3,day1_rep1,day1_rep2,day1_rep3,day2_rep1,day2_rep2,day2_rep3,day4_rep1,day4_rep2,day4_rep3,day5_rep1,day5_rep2,day11_rep1,day11_rep2,day11_rep3,day18_rep1,day18_rep2,day18_rep3
ALDH1L2,712,901,975,1135,1171,976,2610,2441,2309,4080,3934,2952,6413,2919,2008,2921,2212,7362,6541,6195
RP11-61E11.1,0,0,2,0,0,1,0,3,0,1,1,0,2,1,2,2,4,1,1,0
RP11-61E11.2,13,8,11,25,29,32,10,11,12,17,24,16,39,30,28,32,56,18,23,35
KIAA1033,2851,4120,4217,5036,4627,4675,3367,3133,3172,6300,6229,5070,11897,5829,6126,7303,7058,7953,7128,6874
APPL2,1695,2221,2441,4204,4137,4069,1610,1718,1571,3936,3893,3135,7627,3504,5609,4911,6349,3896,3636,3390
C12orf75,1680,1948,2146,1152,1068,1019,932,917,921,1676,1638,1223,3353,1534,1788,1752,1903,1865,1759,1495
RP11-474B16.1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
AC011313.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASC18,7,10,4,3,14,5,4,10,2,12,5,4,12,7,8,8,12,10,8,18
ST13P3,12,13,7,16,19,18,4,10,11,18,11,19,12,15,19,25,30,27,29,13
RP11-114F10.2,6,5,2,3,2,6,0,1,2,2,2,2,5,7,0,0,6,2,4,5
NUAK1,7298,9127,10472,7978,7829,7040,7830,7990,7839,19913,19405,15956,31891,15101,7682,7441,8868,25384,22475,20139
RP11-114F10.3,0,10,1,26,7,8,2,0,1,15,11,11,18,10,1,1,8,9,36,6
RP11-185N2.1,2,1,2,0,0,2,0,4,1,0,0,2,3,4,2,2,0,4,4,2
CKAP4,9500,10732,13193,8933,9072,8600,6260,6642,6844,14189,13734,11221,22681,11663,10397,9315,12096,16508,15313,14674
RP11-651L5.2,1,1,7,6,8,3,0,3,0,2,7,5,5,5,14,7,12,2,5,1
RP11-651L5.3,27,35,35,74,89,85,22,35,47,71,83,65,209,74,150,116,166,80,81,63
RNU7-94P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCP11L2,29,51,57,272,204,190,110,75,80,180,121,109,354,173,396,561,440,173,215,168
POLR3B,680,1002,991,1411,1422,1264,663,652,629,1515,1463,1220,2857,1343,1777,2039,2101,1755,1539,1416
RP11-144F15.1,1,5,1,14,4,11,1,1,2,4,1,1,14,5,3,11,15,2,3,2
RFX4,2658,3479,3769,6259,5574,5449,2197,2248,2191,5301,5080,4165,8740,4059,6012,6069,6695,6877,6028,5589
RP11-482D24.2,7,9,10,38,28,41,10,12,13,25,23,18,59,26,26,37,62,29,29,10
RP11-482D24.3,21,33,26,104,55,75,8,12,7,42,49,38,99,36,106,46,92,59,37,37
RIC8B,1741,2480,2679,2903,2666,2632,1675,1758,1662,3495,3295,2920,5748,2687,3850,4076,4551,4281,3558,3447
EEF1B2P4,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,3,1,2,3,1
RPL30P12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
RP11-412D9.4,44,38,49,98,118,89,58,88,47,143,145,108,223,102,153,139,146,137,99,116
TMEM263,2420,3406,3466,3198,3156,2953,1952,1861,1923,4187,4001,3466,7044,3479,4251,5446,4857,5149,4727,4498
MTERF2,429,503,556,1283,1167,1203,554,549,495,1221,1185,969,2141,1023,1658,1590,1888,1362,1228,1187
CRY1,1168,1431,1592,1335,1237,1072,916,919,964,1921,1861,1465,2452,1262,2028,2626,2443,2191,1826,1949
RP11-797M17.1,0,3,0,4,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
SETP7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
BTBD11,1350,1547,1829,2351,2088,1899,774,813,746,2867,2784,2353,5575,2755,3040,3004,3482,2473,2449,2212
RNA5SP371,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-128P10.1,0,2,0,2,4,1,0,0,0,0,3,3,6,4,5,3,11,0,0,2
PWP1,2917,3570,3840,3808,3494,3650,1808,1759,1820,3870,3954,3071,6985,3361,5308,5885,6132,4519,3968,3945
RP11-864J10.2,5,6,8,26,17,14,3,10,4,5,12,5,25,9,39,44,31,19,14,2
PRDM4,2582,3372,3720,6981,6809,6370,3849,3859,3945,8326,8321,6617,15857,7560,7764,8287,9214,8827,8146,7464
RP11-864J10.4,23,27,38,103,89,88,34,29,29,70,62,55,111,61,88,99,126,62,43,54
ASCL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
AC126177.1,0,4,2,0,0,0,0,0,0,0,1,2,0,0,0,1,1,0,2,0
RP11-554D14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-554D14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-554D14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
RP11-554D14.4,0,2,0,0,2,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0
RP11-554D14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
RP11-554D14.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
RP11-554D14.2,0,1,0,0,0,2,0,4,0,0,2,1,0,0,1,2,2,1,0,0
RP11-554D14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WSCD2,154,173,217,352,338,302,35,32,32,76,72,61,339,187,376,401,462,150,133,140
AC009729.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
RP11-1K3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
CMKLR1,0,6,0,2,2,6,0,2,0,1,4,0,0,2,0,13,3,0,2,0
AC063957.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01498,2,1,2,2,5,6,6,5,2,8,2,9,13,10,9,13,10,8,7,9
FICD,204,196,290,427,438,331,211,174,226,532,532,369,838,439,620,629,701,565,472,551
SART3,4607,5612,6437,7052,6688,6656,4029,3926,4260,8985,8737,6997,13896,6909,8409,8389,9801,10498,9650,8858
ISCU,1884,2378,2681,2973,2855,2809,2280,2194,2363,4336,4228,3451,7451,3453,3795,4190,4391,5072,4872,4476
TMEM119,44,76,98,11,11,3,2,12,12,12,18,8,31,17,6,22,0,39,39,60
SELPLG,81,92,106,63,72,72,105,146,140,108,126,108,191,115,73,189,103,528,461,446
RP11-689B22.2,19,13,11,34,18,23,12,14,18,9,6,18,29,29,22,21,20,77,96,72
CORO1C,18479,22646,25109,20054,19319,18235,8840,8400,8444,18375,17618,14524,33908,16684,25373,24048,29984,26172,23229,23123
RNU7-169P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
SSH1,3643,4256,5033,3625,3441,3148,2885,2619,2704,4878,4763,3771,7623,4090,4668,5379,5443,6140,5440,5235
RP11-423G4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-423G4.10,1,4,3,17,4,2,2,0,2,3,3,0,4,1,1,7,3,2,10,2
MIR619,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
DAO,2,2,0,39,16,12,0,2,0,11,8,4,20,10,52,81,48,1,9,2
SVOP,38,46,56,1366,1368,1241,84,100,78,329,337,242,1064,671,3480,4858,4142,146,127,126
RNU6-361P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC190387.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC190387.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP30,695,784,974,2028,1919,1758,742,771,693,1802,1582,1440,3224,1563,3096,3117,3556,1951,1766,1743
USP30-AS1,0,0,2,5,5,2,1,2,0,0,4,3,4,3,6,7,7,4,5,3
RNA5SP372,2,4,0,5,0,1,0,0,0,0,2,0,2,0,0,2,4,0,1,0
ALKBH2,598,636,748,1024,1059,1045,788,756,799,1614,1617,1333,2624,1138,1104,1132,1316,2149,1971,1825
UNG,2525,3130,3500,3731,3562,3373,1749,1919,1873,5214,5239,3981,6934,3369,4040,3096,4819,5841,5076,4871
RP11-968O1.5,11,7,13,24,16,20,2,9,8,11,6,9,26,19,13,1,20,29,16,23
ACACB,357,340,503,780,643,599,331,384,331,779,810,565,1227,612,721,408,726,1227,1053,908
FOXN4,16,15,35,68,60,40,28,40,10,44,37,31,62,37,81,35,108,72,57,55
MYO1H,26,29,29,78,31,58,16,18,22,49,37,33,71,30,84,60,42,36,37,36
LINC01486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-256L11.3,2,4,2,4,2,0,1,0,0,5,1,1,3,0,2,6,3,2,4,1
KCTD10,10349,11841,14380,11230,10946,10127,6898,6382,6727,13853,13750,10824,28076,13568,13256,12545,15185,17815,16645,15255
UBE3B,2258,2851,3119,5109,4934,4776,2499,2366,2392,5549,5398,4284,11041,5597,6474,5283,7527,6525,6046,5223
MMAB,2555,3018,3703,3244,3251,2814,1677,1719,1592,3642,3481,2735,5945,2985,3526,4973,4188,4631,4061,3757
RNU4-32P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MVK,2828,2830,3795,2705,2475,2365,1439,1349,1490,2801,2452,2034,4345,2464,3280,6151,3773,4028,3639,3312
RN7SKP250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAM222A,302,250,413,1417,1477,1400,292,342,307,1115,1054,858,1588,894,2265,2969,2836,931,917,866
FAM222A-AS1,4,4,5,37,16,28,0,2,13,8,21,15,24,18,36,57,47,11,7,2
TRPV4,3,2,0,8,3,0,6,6,5,14,6,5,10,10,13,34,10,13,4,8
MIR4497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLTP,1166,1346,1494,1871,1803,1638,1060,1204,1159,2299,2315,1682,3532,1856,2414,3050,2828,2875,2495,2558
RP1-7G5.5,0,4,8,3,5,9,0,6,0,0,2,0,12,4,11,8,3,8,2,6
RN7SL441P,0,3,2,2,2,4,0,2,0,3,0,1,0,0,8,5,4,0,2,3
RP1-7G5.6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0
TCHP,1335,1635,1931,1857,1674,1649,1027,1179,1089,2571,2584,1899,4113,1977,2188,1811,2520,2948,2709,2569
GIT2,993,1309,1346,1966,1640,1673,1016,1042,953,2029,1922,1618,3741,1817,2585,2549,2931,2479,2318,1985
RP11-837J7.4,4,0,0,4,1,7,6,0,0,3,7,3,4,1,6,18,12,7,7,2
RP11-837J7.3,4,25,13,42,26,39,2,7,10,15,14,25,58,28,45,28,43,26,12,16
ANKRD13A,1371,2003,1938,4563,4459,4288,1713,1810,1667,4096,4085,3016,7007,3417,5076,6137,5957,3858,3653,3264
C12orf76,406,518,572,2176,1957,2014,944,955,958,1844,1904,1452,3277,1567,3114,4150,3550,1864,1846,1609
RP11-946P6.6,2,2,4,12,9,16,0,0,2,5,4,11,13,4,9,14,16,3,0,4
RP11-946P6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IFT81,2268,2798,2804,4343,3956,3777,1965,1876,1818,4229,4237,3271,7180,3208,5812,4675,6917,5189,4597,4383
ATP2A2,18337,22010,25044,27746,26986,25045,15264,14165,14658,31535,30940,24436,55273,27308,38937,36842,44538,35281,32037,30749
RN7SL769P,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
AC006088.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ANAPC7,2786,3092,3552,3922,3895,3638,1807,1909,1898,4197,3733,3360,6760,3215,4731,3856,5436,5068,4413,4225
RP11-478C19.2,13,17,17,31,20,29,15,9,10,19,25,14,46,28,18,30,26,26,33,27
HMGA1P3,3,3,2,0,4,0,5,2,0,2,7,3,8,0,2,7,1,8,8,7
ARPC3,4267,5758,5703,5030,4819,5015,2886,2882,2999,5958,5811,4756,10331,4851,6159,6002,7003,7048,6327,6188
GPN3,866,1151,1258,902,900,821,651,698,661,1536,1493,1250,2476,1050,1070,1151,1256,1574,1624,1447
RPL31P49,3,6,4,12,3,2,0,2,2,5,5,2,2,3,11,10,6,4,5,2
FAM216A,677,778,746,659,616,722,335,369,356,773,682,647,1493,622,1191,1468,1364,975,879,835
VPS29,1956,2693,2587,3267,3179,3032,1963,1806,1904,4116,4181,3233,6955,3188,3930,3427,4651,4641,3991,3885
RP3-424M6.4,30,31,40,56,61,41,46,13,23,69,58,48,78,58,51,61,72,62,67,41
RAD9B,9,14,10,33,45,57,20,16,27,52,38,32,64,52,46,53,42,49,43,53
PPTC7,1281,1896,1885,1751,1638,1669,1030,1021,1030,2165,2190,1713,3774,1757,2225,2618,2529,2299,2110,2034
TCTN1,1176,1475,1781,3151,3061,2747,1379,1444,1432,3467,3341,2722,6431,2919,4080,3478,4792,3731,3310,3078
RN7SL387P,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HVCN1,19,13,29,32,40,49,25,21,18,40,36,33,75,44,55,75,84,39,61,55
AC144522.1,1,7,8,21,10,7,2,17,5,12,12,11,16,15,13,17,22,19,8,10
PPP1CC,9512,12766,12534,10406,10080,9724,8071,7942,7925,16430,16023,12521,22635,10823,12161,17492,13518,19642,17781,17442
RP11-481J8.3,0,0,0,3,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
RP1-74B13.2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
RPL29P25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2
CCDC63,2,7,2,0,0,4,2,0,0,2,0,0,6,2,7,0,0,10,6,2
MYL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,0,0
RP1-46F2.3,0,0,0,2,2,2,0,0,0,0,0,1,8,4,4,1,3,0,2,2
CUX2,345,316,571,2660,2738,2510,495,548,557,1427,1340,1065,2533,1455,4689,4479,5358,1220,1118,1041
AC002978.1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
AC002979.1,0,0,0,1,0,2,0,2,0,0,0,1,3,0,2,1,1,0,0,0
MIR6760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP373,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,3,1,0,0,0
FAM109A,736,643,1122,1795,1886,1653,612,731,638,1482,1409,1060,2236,1279,2526,2444,2856,1570,1501,1283
RP3-473L9.4,1,3,0,2,4,2,0,4,0,4,0,0,0,2,4,1,4,0,3,0
HSPA8P14,0,1,8,4,2,0,0,0,0,0,0,1,3,1,4,1,8,0,2,4
SH2B3,1488,1750,2336,839,813,764,1038,884,841,1337,1301,1080,2251,1019,914,927,1030,2115,2116,1752
ATXN2,2634,2944,3383,4941,4128,4110,2797,2714,2786,4983,4715,3825,9003,4624,7516,8435,8465,6638,5903,5475
AC002395.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
RP11-686G8.1,0,0,2,8,1,0,0,0,0,1,0,2,0,0,14,2,4,0,3,1
AC137055.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-686G8.2,21,12,17,15,8,9,4,8,13,16,16,17,35,15,13,11,13,22,9,16
BRAP,1188,1580,1692,2866,2786,2505,1396,1400,1391,3252,3041,2497,5294,2535,3804,4471,4206,3374,3065,2888
RP11-686G8.5,0,2,4,4,10,7,4,3,2,18,0,10,31,8,10,12,15,13,13,9
PCNPP1,14,17,18,28,28,17,10,7,15,37,31,21,45,24,20,42,48,32,15,19
ACAD10,909,981,1329,2665,2560,2472,1139,1363,1336,2861,2681,2238,4637,2445,3250,2778,3594,3683,3095,2881
RP11-162P23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH2,1243,1357,1621,2520,2480,2336,2096,2050,2241,4288,4418,3376,7189,3656,4356,4648,4876,5839,5323,4804
MIR6761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MAPKAPK5-AS1,411,561,596,899,851,806,512,459,491,1009,1019,833,1787,849,1071,1256,1195,1169,1028,943
MAPKAPK5,2175,2860,3019,5998,5085,5126,1976,2207,2150,4762,4889,4070,9024,4198,7794,6248,8227,5004,4619,3964
RPS2P41,0,0,2,8,3,0,4,0,2,0,4,1,1,4,3,10,3,8,0,4
ADAM1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM1B,9,9,8,85,65,67,16,26,22,76,36,52,114,42,100,112,104,35,47,39
TMEM116,249,298,337,776,723,806,535,572,552,1379,1284,1034,2060,992,915,961,1124,1494,1429,1269
SLC25A3P2,2,0,3,4,0,0,0,0,0,1,1,0,2,0,2,4,0,2,2,5
RP1-128M12.3,0,0,1,3,5,3,7,0,3,4,0,0,10,3,7,4,4,0,0,0
ERP29,3754,3950,4921,6363,6765,6217,7067,6495,7135,15360,14534,11332,19397,9308,8945,11984,10554,16013,14787,13303
RP1-267L14.6,4,7,5,11,7,6,13,2,8,6,16,15,20,9,11,11,14,15,11,10
NAA25,2995,4365,4357,4467,3938,4031,2322,2349,2284,5306,5152,4181,8923,4245,5106,5416,6039,5993,5556,4999
MIR3657,5,2,4,2,1,7,1,2,1,4,6,5,5,3,7,1,2,3,2,6
RP1-267L14.3,2,1,6,23,14,1,2,2,0,6,4,3,4,1,11,12,12,3,10,4
TRAFD1,2178,2874,3063,5054,5030,4739,1515,1485,1591,4203,3982,3208,8230,3878,6704,5674,7519,4190,4043,3720
HECTD4,4303,5311,6402,21110,18799,17861,5877,5773,5412,13262,12504,9747,24587,12981,31514,32289,35881,14627,13135,11969
MIR6861,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RP3-521E19.2,2,0,0,5,0,0,0,0,0,0,2,0,2,0,3,1,0,3,0,0
RN7SKP71,0,0,0,4,0,0,0,1,0,0,0,0,0,0,3,1,2,2,0,0
RPL7AP60,5,2,7,14,7,11,4,6,6,10,5,3,10,4,9,11,20,3,8,1
RP3-521E19.3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0
RPL6,24526,34149,33006,60235,57492,58007,28607,28474,28843,71909,69352,53609,105709,47310,62842,70607,76782,61076,55231,52736
PTPN11,9078,11822,12555,10928,10502,10085,7945,7759,7830,15568,14942,11919,24254,11777,17521,19426,20309,17758,15582,15271
RPH3A,0,2,0,3,6,6,0,2,2,2,0,0,7,6,26,39,24,0,3,6
OAS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,1,0
RP1-71H24.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OAS3,32,36,68,6,10,2,10,7,19,14,18,12,29,25,11,17,17,32,36,31
OAS2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,12,1,0,0,4
IMMP1LP2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS15AP32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTX1,30,33,38,623,680,592,64,81,91,289,229,205,560,324,1968,2661,2305,158,115,128
RASAL1,0,0,0,3,2,0,0,0,4,0,0,0,1,4,6,13,6,2,2,0
CCDC42B,3,2,4,19,22,5,4,2,3,5,8,7,10,9,21,8,12,10,13,5
DDX54,2693,2408,3815,3734,3673,3419,1913,2006,2181,4788,4608,3368,6475,3623,3803,4333,4616,5221,4607,4208
MIR7106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RITA1,471,451,649,683,645,611,378,486,495,947,859,690,1382,703,945,1269,1084,1072,1035,866
RP11-545P7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IQCD,31,26,42,140,148,156,46,32,37,157,130,103,226,120,174,155,213,115,90,68
TPCN1,397,413,507,800,886,855,497,514,527,1142,1139,864,2150,1164,1008,958,1103,1354,1243,1117
RP11-545P7.9,2,0,2,4,10,4,0,1,2,6,6,0,6,10,5,1,12,14,13,7
MIR6762,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SLC8B1,299,280,367,450,469,429,320,304,299,508,525,397,1026,508,398,413,486,789,621,611
PLBD2,2419,2453,3318,4417,4180,3846,2323,2331,2247,4716,4856,3913,8874,4747,4841,4618,5372,5742,5691,4862
SDS,7,5,12,71,34,54,25,22,30,61,62,57,87,56,60,71,68,40,61,55
SDSL,291,245,369,2254,2428,2152,1232,1372,1509,3295,3243,2601,6562,3452,2125,1786,2557,3385,3168,2745
LHX5,6,10,12,238,237,242,30,25,31,83,80,57,217,97,1312,1408,1516,22,19,20
LHX5-AS1,2,2,0,38,41,24,4,0,2,8,9,4,38,13,247,240,288,0,3,2
LINC01234,36,34,45,52,59,43,34,30,23,46,44,27,116,53,71,45,117,80,86,97
DYNLL1P4,0,0,0,2,1,0,0,0,0,1,4,3,3,0,4,0,2,0,0,1
RBM19,2292,2520,3204,3217,2918,2719,1439,1540,1514,3418,3598,2757,5648,2859,3653,3416,4257,3930,3581,3090
RP11-780K2.1,3,4,0,16,26,7,1,0,0,5,7,3,11,6,9,5,19,4,6,4
RP11-100F15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-100F15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAUS8P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GLULP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-139B1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AC009260.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,13,27,4,0,0,0
TBX5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0
RN7SKP216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-385N17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC069240.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
OSTF1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-162N7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TBX3,2,0,2,2,0,2,4,0,0,0,2,2,8,0,2,3,3,0,0,2
RP4-601P9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
RP4-601P9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-411G2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-25E2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-116D17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
RP11-116D17.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
RP11-116D17.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
RP11-116D17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-116D17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
RP11-1028N23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
RP11-1028N23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
RP11-1028N23.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0
UBA52P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL865P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-110L15.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
RP11-110L15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MED13L,4218,5767,6005,11402,10273,9761,5681,5488,5173,10981,10885,8213,19397,9238,15964,18762,18280,12931,11344,10864
RP11-493P1.2,0,0,5,2,3,0,0,2,0,0,2,2,4,1,3,4,1,0,1,4
RNU6-1188P,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPGP18,0,0,0,3,0,0,0,0,0,0,0,0,4,1,3,0,1,0,2,0
RP11-115H15.2,4,0,0,10,0,0,0,0,0,2,0,0,0,0,2,7,0,0,8,0
AC060226.1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
RP11-148B3.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0
MIR4472-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-148B3.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00173,8,6,5,70,86,90,24,21,14,39,54,35,138,54,163,117,203,61,65,39
MAP1LC3B2,34,44,54,73,79,54,99,76,89,116,118,94,225,105,134,198,162,164,178,177
RP11-497G19.7,0,0,0,0,2,3,0,0,0,0,0,0,2,4,3,12,14,2,0,2
RP11-497G19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-497G19.1,0,0,2,2,4,0,2,2,0,0,0,4,0,2,3,5,7,2,6,0
RP11-497G19.2,0,0,0,2,1,2,0,0,0,4,0,0,0,0,0,5,0,0,0,0
C12orf49,3889,4841,5286,10863,10133,9488,4537,4492,4528,10488,9667,7586,17830,8932,14714,16365,16591,9970,9530,8553
RNFT2,577,549,751,3031,1869,1814,699,771,643,1596,1466,1292,2964,1501,2888,2344,2944,1710,2378,1368
RP11-407P2.1,3,0,2,4,8,6,0,0,0,6,4,6,13,0,2,2,3,5,3,5
RNU6-558P,0,0,0,2,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0
RP11-240G22.4,3,0,2,5,2,2,0,0,2,2,2,4,2,4,8,4,1,0,7,0
HRK,42,54,60,789,724,736,653,640,620,1498,1476,1263,2217,1156,1212,2524,1478,1018,1014,909
RP11-240G22.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FBXW8,1651,1987,2257,3321,2928,2767,1822,1745,1680,3874,3653,3077,6042,2965,4063,3803,4581,4572,4286,3837
RP11-240G22.5,4,6,8,29,20,4,0,5,8,19,20,11,34,11,30,21,20,15,14,9
RP11-231I16.1,0,5,10,25,12,11,2,10,8,10,7,8,14,3,13,31,20,13,12,9
RP11-103B5.4,0,2,4,23,12,11,2,0,4,8,2,2,22,10,13,13,15,12,6,12
TESC,13,14,15,165,152,149,9,24,22,66,90,71,207,124,163,79,207,54,61,52
TESC-AS1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
FBXO21,3446,4213,4830,7881,7557,6990,2552,2781,2843,6650,6499,5231,11089,5581,11217,11044,13340,6549,6079,5976
